Video_URL,Title,Published_Date,Thumbnails,Views
https://www.youtube.com/watch?v=ILNn3Zqv9Jk,आज ख़तम करते हैं Minerals and Energy Resources @5pm 💪💪 #Warrior #PW #Shorts,2023-12-30T06:28:29Z,https://i.ytimg.com/vi/ILNn3Zqv9Jk/default.jpg,56329
https://www.youtube.com/watch?v=E04pRYcNkCk,MONEY AND CREDIT in 1 Shot FULL CHAPTER COVERAGE (Concepts+PYQs) || Class 10th Boards,2023-12-29T15:13:39Z,https://i.ytimg.com/vi/E04pRYcNkCk/default.jpg,74652
https://www.youtube.com/watch?v=vEpqiAxE_jY,अपनी Padhai को BOOST देने के लिए तैयार हो? #PW #Shorts #Class10th,2023-12-29T14:19:24Z,https://i.ytimg.com/vi/vEpqiAxE_jY/default.jpg,36939
https://www.youtube.com/watch?v=SZb-hh03X8c,POVERTY AS A CHALLENGE in 1 Shot || FULL Chapter Coverage (THEORY+PYQs) || Class 9th SST,2023-12-29T12:30:18Z,https://i.ytimg.com/vi/SZb-hh03X8c/default.jpg,9051
https://www.youtube.com/watch?v=_O9Cb6PJh4k,Let's Study Money and Credit @5pm 💸💸 #Warrior #PW #Shorts,2023-12-29T06:43:44Z,https://i.ytimg.com/vi/_O9Cb6PJh4k/default.jpg,27781
https://www.youtube.com/watch?v=dB4dOv-_iJg,WATER  RESOURCES in 1 Shot FULL CHAPTER COVERAGE (Theory+PYQs) || Class 10th Boards,2023-12-28T16:48:57Z,https://i.ytimg.com/vi/dB4dOv-_iJg/default.jpg,91157
https://www.youtube.com/watch?v=CDJlqkp1hfI,COORDINATE GEOMETRY in 1 Shot || FULL Chapter Coverage (Concepts+PYQs) || Class 9th Maths,2023-12-28T12:30:06Z,https://i.ytimg.com/vi/CDJlqkp1hfI/default.jpg,10150
https://www.youtube.com/watch?v=zuZ5VwEFGWo,Water Resources: Start to Finish @6:30pm 💦💦 #Warrior #PW #Shorts,2023-12-28T10:57:01Z,https://i.ytimg.com/vi/zuZ5VwEFGWo/default.jpg,37978
https://www.youtube.com/watch?v=Hz9W7Jb_i1c,THE LOST CHILD + ADVENTURE OF TOTO in 1 Shot || FULL Chapter (THEORY+PYQs) || Class-9th English,2023-12-28T09:30:04Z,https://i.ytimg.com/vi/Hz9W7Jb_i1c/default.jpg,6233
https://www.youtube.com/watch?v=JVUtGDKirhI,"GENDER, RELIGION, AND CASTE in 1 Shot | FULL CHAPTERS COVERAGE (Concepts+PYQs) | Class 10th Boards",2023-12-27T15:17:28Z,https://i.ytimg.com/vi/JVUtGDKirhI/default.jpg,88643
https://www.youtube.com/watch?v=tLpDFCbGLW4,SOCIALISM IN EUROPE & RUSSIAN REVOLUTION in 1 Shot || FULL Chapter (THEORY+PYQs) || Class 9th SST,2023-12-27T12:30:35Z,https://i.ytimg.com/vi/tLpDFCbGLW4/default.jpg,9373
https://www.youtube.com/watch?v=OD1sLiCfZ6k,Gender Religion and Caste की Importance क्या है⁉ #Warrior #PW #Shorts,2023-12-27T05:30:05Z,https://i.ytimg.com/vi/OD1sLiCfZ6k/default.jpg,28584
https://www.youtube.com/watch?v=kXbSAkg5ctM,FOREST AND WILDLIFE RESOURCES  in 1 Shot FULL CHAPTERS COVERAGE (Theory+PYQs) | Class 10th Boards,2023-12-26T13:52:45Z,https://i.ytimg.com/vi/kXbSAkg5ctM/default.jpg,76596
https://www.youtube.com/watch?v=GGNN3cl57DQ,THE FUNDAMENTAL UNIT OF LIFE in 1 Shot | FULL Chapter Coverage (THEORY+PYQs) | Class-9th Biology,2023-12-26T12:30:09Z,https://i.ytimg.com/vi/GGNN3cl57DQ/default.jpg,45469
https://www.youtube.com/watch?v=YsyC6ZazIQA,TENSES + MODALS in 1 Shot | FULL Chapter Coverage (THEORY+PYQs) | Class-9th English,2023-12-26T09:30:07Z,https://i.ytimg.com/vi/YsyC6ZazIQA/default.jpg,12329
https://www.youtube.com/watch?v=9Wa7IqCrI-w,MAHA SANGRAM Complete SCIENCE Quiz Session 🎯 | Class 10th BOARDS ✨,2023-12-25T13:42:36Z,https://i.ytimg.com/vi/9Wa7IqCrI-w/default.jpg,175928
https://www.youtube.com/watch?v=Z0Mo0JG-XdA,WHAT IS DEMOCRACY? WHY DEMOCRACY? in 1 Shot | FULL Chapter Coverage (THEORY+PYQs) | Class-9th SST,2023-12-25T12:30:19Z,https://i.ytimg.com/vi/Z0Mo0JG-XdA/default.jpg,9517
https://www.youtube.com/watch?v=TR2xZlHRk8Y,PAIR OF LINEAR EQUATIONS IN 2 VARIABLES in 1 Shot FULL CHAPTER (Concepts+PYQs) || Class 10th Boards,2023-12-23T17:41:03Z,https://i.ytimg.com/vi/TR2xZlHRk8Y/default.jpg,173968
https://www.youtube.com/watch?v=vawU6R8MaO0,MATTER IN OUR SURROUNDINGS in 1 Shot | FULL Chapter Coverage (Concepts + PYQs) | Class-9th Science,2023-12-23T12:30:30Z,https://i.ytimg.com/vi/vawU6R8MaO0/default.jpg,31465
https://www.youtube.com/watch?v=roFOxpZtiV4,POLYNOMIALS in 1 Shot | FULL Chapter Coverage (Concepts + PYQs) | Class 9th Maths,2023-12-23T09:30:17Z,https://i.ytimg.com/vi/roFOxpZtiV4/default.jpg,21788
https://www.youtube.com/watch?v=S3cR5v4msjU,Class-10th ki MATHS आसान बना दूंगा Shaam 5PM !!📚 #Warrior #PW #Shorts,2023-12-23T05:00:13Z,https://i.ytimg.com/vi/S3cR5v4msjU/default.jpg,124769
https://www.youtube.com/watch?v=dU58pgMc61s,FIRST FLIGHT (POETRY) in 1 Shot: FULL CHAPTERS COVERAGE (Theory+PYQs) || Class 10th Boards,2023-12-22T18:09:51Z,https://i.ytimg.com/vi/dU58pgMc61s/default.jpg,134692
https://www.youtube.com/watch?v=Kga4KUerm3o,NAZISM AND THE RISE OF HITLER in 1 Shot || FULL Chapter Coverage (THEORY+PYQs) || Class 9th Sst,2023-12-22T12:30:19Z,https://i.ytimg.com/vi/Kga4KUerm3o/default.jpg,21318
https://www.youtube.com/watch?v=bWn-t5mpDKo,Class 10th English Ki Sari POEMS Cover Hongi Aaj Shaam @5pm 🎶 😇 #Warrior #PW #Shorts,2023-12-22T06:43:37Z,https://i.ytimg.com/vi/bWn-t5mpDKo/default.jpg,27673
https://www.youtube.com/watch?v=7snIsRu9WJ4,FEDERALISM in 1 Shot: FULL CHAPTER COVERAGE (Theory+PYQs) || Class 10th Boards,2023-12-21T15:03:09Z,https://i.ytimg.com/vi/7snIsRu9WJ4/default.jpg,88829
https://www.youtube.com/watch?v=xn2HskGqSkI,NUMBER SYSTEM in 1 Shot || FULL Chapter Coverage (Concepts+PYQs) || Class 9th Maths,2023-12-21T13:00:55Z,https://i.ytimg.com/vi/xn2HskGqSkI/default.jpg,27307
https://www.youtube.com/watch?v=JoBEnYLkMDE,SOUND OF MUSIC in 1 Shot || FULL Chapter Coverage (THEORY+PYQs) || Class 9th English,2023-12-21T09:30:09Z,https://i.ytimg.com/vi/JoBEnYLkMDE/default.jpg,9126
https://www.youtube.com/watch?v=CfnSOzgVhD8,Bachhon! Federalism Chapter se Familiar Hone Ajao @5pm 🎓 📚 #Warrior #PW #Shorts,2023-12-21T08:13:07Z,https://i.ytimg.com/vi/CfnSOzgVhD8/default.jpg,30023
https://www.youtube.com/watch?v=Hm9UA8KnDo4,CONTROL AND COORDINATION in 1 Shot: FULL CHAPTERS COVERAGE (Theory+PYQs) || Class 10th Boards,2023-12-20T17:04:05Z,https://i.ytimg.com/vi/Hm9UA8KnDo4/default.jpg,295873
https://www.youtube.com/watch?v=NcnFp3gh_u8,PHYSICAL FEATURES OF INDIA in 1 Shot || FULL Chapter Coverage (THEORY+PYQs) || Class-9th SST,2023-12-20T12:30:11Z,https://i.ytimg.com/vi/NcnFp3gh_u8/default.jpg,15595
https://www.youtube.com/watch?v=-Aj15pwf5gY,Control & Coordination ka Confusion Door Karne Ajao @5PM  🤯 💯 #Warrior #PW #Shorts,2023-12-20T06:30:00Z,https://i.ytimg.com/vi/-Aj15pwf5gY/default.jpg,108941
https://www.youtube.com/watch?v=sAafjTtg4aI,SECTORS OF THE INDIAN ECONOMY in 1 Shot: FULL CHAPTER COVERAGE (Theory+PYQs) || Class 10th Boards,2023-12-19T15:13:26Z,https://i.ytimg.com/vi/sAafjTtg4aI/default.jpg,90925
https://www.youtube.com/watch?v=Msy44HhRGRw,MOTION in 1 Shot || FULL Chapter Coverage (Concepts+PYQs) || Class-9th Science,2023-12-19T12:30:12Z,https://i.ytimg.com/vi/Msy44HhRGRw/default.jpg,47932
https://www.youtube.com/watch?v=hyWXw83I0pc,THE FUN THEY HAD + THE ROAD N0T TAKEN in 1 Shot || FULL Chapter (THEORY+PYQs) || Class - 9th English,2023-12-19T09:57:57Z,https://i.ytimg.com/vi/hyWXw83I0pc/default.jpg,16384
https://www.youtube.com/watch?v=eesesqe-Aew,Aj Sectors ka Saara Confusion Door Hojaega @5PM 💥 #Warrior #PW #Shorts,2023-12-19T05:32:07Z,https://i.ytimg.com/vi/eesesqe-Aew/default.jpg,45426
https://www.youtube.com/watch?v=QwPkzV5VJuk,"GRAMMAR PART - 1 ( Modal, Determiners & Poetic Devices ) in 1 Shot (Theory+PYQs) | Class 10th Boards",2023-12-18T17:42:09Z,https://i.ytimg.com/vi/QwPkzV5VJuk/default.jpg,130990
https://www.youtube.com/watch?v=1_-x5kgQqww,How to Score 95% in Just 2 Months ?? || Class - 9th Strategy + Roadmap,2023-12-18T12:31:20Z,https://i.ytimg.com/vi/1_-x5kgQqww/default.jpg,80192
https://www.youtube.com/watch?v=aD7RvBuzpXY,Aajao Bachhon! Grammar Ko Strong Karne @5pm 💪 💪 #Warrior #PW #Shorts,2023-12-18T07:05:39Z,https://i.ytimg.com/vi/aD7RvBuzpXY/default.jpg,25651
https://www.youtube.com/watch?v=C884aYSymAE,Class - 9th Students Kal Milte Hai Shaam @5PM !! 🤩 #SprintBatch #PW #Shorts,2023-12-17T13:00:07Z,https://i.ytimg.com/vi/C884aYSymAE/default.jpg,34808
https://www.youtube.com/watch?v=gC8s9yR7JAw,FOOT PRINTS WITHOUT FEET in 1 Shot: FULL CHAPTERS COVERAGE (Theory+PYQs) || Class 10th Boards,2023-12-16T18:12:47Z,https://i.ytimg.com/vi/gC8s9yR7JAw/default.jpg,210746
https://www.youtube.com/watch?v=spQqpnxBzEY,Be Ready!! ⏳ @5PM #FootprintWithoutFeet #PW #Shorts,2023-12-16T07:38:54Z,https://i.ytimg.com/vi/spQqpnxBzEY/default.jpg,30454
https://www.youtube.com/watch?v=M437dqOxJcs,POLYNOMIALS in 1 Shot: FULL CHAPTER COVERAGE (Concepts+PYQs) || Class 10th Boards,2023-12-15T16:25:52Z,https://i.ytimg.com/vi/M437dqOxJcs/default.jpg,300804
https://www.youtube.com/watch?v=z4h2Tf9J5y0,अब Class 9th वालों की बारी !! 🚨 #Class9th #PW #Shorts,2023-12-15T10:30:18Z,https://i.ytimg.com/vi/z4h2Tf9J5y0/default.jpg,24692
https://www.youtube.com/watch?v=sxHwvGG9kqY,Sab BASIC Se Karauga Shaam @5PM #Polynomials #PW #Shorts,2023-12-15T06:15:02Z,https://i.ytimg.com/vi/sxHwvGG9kqY/default.jpg,176689
https://www.youtube.com/watch?v=etURdUhS8LA,NATIONALISM IN INDIA in 1 Shot: FULL CHAPTER COVERAGE (Theory+PYQs) || Class 10th Boards,2023-12-14T17:16:55Z,https://i.ytimg.com/vi/etURdUhS8LA/default.jpg,212293
https://www.youtube.com/watch?v=j1DZvYICMy0,Taiyaar Ho Shaam 5 baje Ke Liye??🤩 #NationalismInIndia #PW #Shorts,2023-12-14T07:51:16Z,https://i.ytimg.com/vi/j1DZvYICMy0/default.jpg,71877
https://www.youtube.com/watch?v=vkMC5JbMFAU,CHEMICAL REACTIONS AND EQUATIONS in 1 Shot: FULL CHAPTER COVERAGE (Concepts+PYQs) | Class 10 Boards,2023-12-13T17:38:43Z,https://i.ytimg.com/vi/vkMC5JbMFAU/default.jpg,345472
https://www.youtube.com/watch?v=LLrZPoeQqxw,Aaj Saari EQUATIONS Complete Kar Lenge Shaam 5PM 🔥 #PW #Shorts #Boards2024,2023-12-13T05:00:09Z,https://i.ytimg.com/vi/LLrZPoeQqxw/default.jpg,84239
https://www.youtube.com/watch?v=JZDWhl3u0AA,DEVELOPMENT in 1 Shot: FULL CHAPTER COVERAGE (Theory+PYQs) || Class 10th Boards,2023-12-12T16:18:42Z,https://i.ytimg.com/vi/JZDWhl3u0AA/default.jpg,130563
https://www.youtube.com/watch?v=HItu36gkyXc,Class 10th Boards Date Sheet 2024 🚨| CBSE Latest News | CBSE Date Sheet Class 10 ✅ #PW #Shorts,2023-12-12T15:07:33Z,https://i.ytimg.com/vi/HItu36gkyXc/default.jpg,303527
https://www.youtube.com/watch?v=KZ_eK0dUR-g,Milte Hai Shaam 5PM Apki DEVELOPMENT Puri Karne !! #PW #Shorts #Board2024,2023-12-12T05:59:45Z,https://i.ytimg.com/vi/KZ_eK0dUR-g/default.jpg,34515
https://www.youtube.com/watch?v=98dSy7fulX0,RESOURCES AND DEVELOPMENT in 1 Shot: FULL CHAPTER COVERAGE (Theory+PYQs) || Class 10th Boards,2023-12-11T16:44:31Z,https://i.ytimg.com/vi/98dSy7fulX0/default.jpg,181108
https://www.youtube.com/watch?v=eZJyG6ygMBM,5 Baje Aajana Apne RESOURCES Ke Sath !! 🎯 #PW #Shorts #Boards2024,2023-12-11T07:30:08Z,https://i.ytimg.com/vi/eZJyG6ygMBM/default.jpg,79992
https://www.youtube.com/watch?v=kv96sQulwZc,CARBON AND ITS COMPOUND in 140 Minutes | Science Chapter - 4 | Class 10th CBSE Board,2023-12-10T14:00:23Z,https://i.ytimg.com/vi/kv96sQulwZc/default.jpg,198799
https://www.youtube.com/watch?v=B_DMsT6h7wk,POWER SHARING  in 1 Shot: FULL CHAPTER COVERAGE (Theory+PYQs) || Class 10th Boards,2023-12-09T16:02:06Z,https://i.ytimg.com/vi/B_DMsT6h7wk/default.jpg,172582
https://www.youtube.com/watch?v=OFKwJAbHeqs,Taiyaar Ho Jao Bachooo !! 🎯 @5PM #PW #Shorts #Boards2024,2023-12-09T04:30:24Z,https://i.ytimg.com/vi/OFKwJAbHeqs/default.jpg,79610
https://www.youtube.com/watch?v=1glIPvtLJzk,FIRST FLIGHT  in 1 Shot: FULL CHAPTERS COVERAGE (Theory+PYQs) || Class 10th Boards,2023-12-08T18:00:36Z,https://i.ytimg.com/vi/1glIPvtLJzk/default.jpg,424858
https://www.youtube.com/watch?v=8LHCHOg9hwQ,Bachoo! First Flight Textbook Complete Kardenge Aaj @5PM 🤩 #PW #Shorts #Boards2024,2023-12-08T05:48:12Z,https://i.ytimg.com/vi/8LHCHOg9hwQ/default.jpg,42084
https://www.youtube.com/watch?v=oVikwJteFwI,ELECTRICITY  in 1 Shot: FULL CHAPTER COVERAGE (Concepts+PYQs) || Class 10th Boards,2023-12-07T15:49:07Z,https://i.ytimg.com/vi/oVikwJteFwI/default.jpg,637419
https://www.youtube.com/watch?v=dxD8krpKP-8,PROBABILITY in 60 minutes | Maths Chapter - 15 | Class 10th Boards,2023-12-07T12:30:19Z,https://i.ytimg.com/vi/dxD8krpKP-8/default.jpg,20029
https://www.youtube.com/watch?v=6h3SdbjKzw0,Bachoo! Electricity Complete Kardenge Aaj @5PM 🤩 #PW #Shorts #Boards2024,2023-12-07T05:30:02Z,https://i.ytimg.com/vi/6h3SdbjKzw0/default.jpg,158148
https://www.youtube.com/watch?v=h3KiqBOpqdE,REAL NUMBERS in 1 Shot: FULL CHAPTER COVERAGE (Concepts + PYQs) || Class 10th Boards,2023-12-06T16:37:10Z,https://i.ytimg.com/vi/h3KiqBOpqdE/default.jpg,449421
https://www.youtube.com/watch?v=Z0xlPJtojLs,STATISTICS in 60 minutes | Maths Chapter - 14 | Class 10th Boards,2023-12-06T12:30:28Z,https://i.ytimg.com/vi/Z0xlPJtojLs/default.jpg,28473
https://www.youtube.com/watch?v=MbCFLkLw1hQ,Bachooo! Be Ready For 5PM Today 💯 #PW #Shorts #Boards2024,2023-12-06T06:35:36Z,https://i.ytimg.com/vi/MbCFLkLw1hQ/default.jpg,108099
https://www.youtube.com/watch?v=0uaYGA-vlVI,THE RISE OF NATIONALISM IN EUROPE  in 1 Shot: FULL CHAPTER COVERAGE (Theory+PYQs) || Class 10th,2023-12-05T17:14:20Z,https://i.ytimg.com/vi/0uaYGA-vlVI/default.jpg,459986
https://www.youtube.com/watch?v=vrxAqWbj7uI,Meet Our Real Warrior 🤩 #PW #Shorts #Boards2024,2023-12-05T14:30:30Z,https://i.ytimg.com/vi/vrxAqWbj7uI/default.jpg,83097
https://www.youtube.com/watch?v=nyeX_vmYTgA,Increase Your Efficiency and Time Management 🔥 || Efficiency बढ़ाओ #PW #Shorts #StudyTips,2023-12-05T11:16:37Z,https://i.ytimg.com/vi/nyeX_vmYTgA/default.jpg,78506
https://www.youtube.com/watch?v=UO2QcKq-jv0,The G.O.A.T of SST is Back !! WARRRIOR Class-10th Boards 💯,2023-12-05T05:54:04Z,https://i.ytimg.com/vi/UO2QcKq-jv0/default.jpg,41014
https://www.youtube.com/watch?v=zBNAk9thu70,LIFE PROCESSES in 1 Shot: FULL CHAPTER COVERAGE (Theory+PYQs) | Class 10th Boards ⚡,2023-12-04T19:03:27Z,https://i.ytimg.com/vi/zBNAk9thu70/default.jpg,893871
https://www.youtube.com/watch?v=DEDdCk1gBRk,SURFACE AREAS AND VOLUMES in 60 minutes | Maths Chapter 13 | Class 10th Boards,2023-12-04T12:44:46Z,https://i.ytimg.com/vi/DEDdCk1gBRk/default.jpg,21473
https://www.youtube.com/watch?v=0mEBbPkb2eQ,WARRIOR Batch क्या है? 🫢  जानते हैं Shaam @5pm | Class 10th BOARDS 💯,2023-12-04T07:31:39Z,https://i.ytimg.com/vi/0mEBbPkb2eQ/default.jpg,46798
https://www.youtube.com/watch?v=1BNMBLNH_80,WARRIORS!! 🤩 Are you Ready? Milte hai aj 5 Baje !! 💥#PW #Shorts #Boards2024,2023-12-04T04:30:00Z,https://i.ytimg.com/vi/1BNMBLNH_80/default.jpg,68018
https://www.youtube.com/watch?v=-08K6Mfl1OU,50 Days CHALLENGE !! How to Score 95% in Just 2 Months?? Class 10th Roadmap & Strategy 🔥,2023-12-03T14:55:15Z,https://i.ytimg.com/vi/-08K6Mfl1OU/default.jpg,327274
https://www.youtube.com/watch?v=9tgpWASf8H4,Warriors!! Milte Hain Aaj Shaam 6:30 pm 🤩 🤝#Boards2024 #PW #Shorts,2023-12-03T11:30:07Z,https://i.ytimg.com/vi/9tgpWASf8H4/default.jpg,45355
https://www.youtube.com/watch?v=HWlo1X3uHmU,Suna Kya?? 😱 Warrior is Back !! 🔥 #Boards2024 #PW #Shorts,2023-12-03T05:30:04Z,https://i.ytimg.com/vi/HWlo1X3uHmU/default.jpg,31740
https://www.youtube.com/watch?v=lDP3G-5vRM0,LEGEND Team is Back 🔥 on 3rd December @6:30pm #Shorts #Warrior #Boards2024,2023-12-02T12:30:19Z,https://i.ytimg.com/vi/lDP3G-5vRM0/default.jpg,47657
https://www.youtube.com/watch?v=YKrmQkDhvjA,WARRIOR Batch में ऐसा क्या होने वाला है?💥 !! Class-10th Boards,2023-12-02T11:30:11Z,https://i.ytimg.com/vi/YKrmQkDhvjA/default.jpg,33456
https://www.youtube.com/watch?v=Zuk6hSgdsQI,The Revolution Begins !! WARRIOR For Class-10th Boards 🔥,2023-12-02T08:30:09Z,https://i.ytimg.com/vi/Zuk6hSgdsQI/default.jpg,739877
https://www.youtube.com/watch?v=V_xsifaP1m4,"Finally, The WAIT IS OVER !! Most Powerful LIVE Batch for Class 10th Students 🔥#Warrior",2023-12-01T14:50:02Z,https://i.ytimg.com/vi/V_xsifaP1m4/default.jpg,80558
https://www.youtube.com/watch?v=OA3RgocBJHI,HEREDITY in 45 Minutes | Science Chapter 9  |Class 10th CBSE Borad,2023-12-01T12:30:11Z,https://i.ytimg.com/vi/OA3RgocBJHI/default.jpg,246380
https://www.youtube.com/watch?v=U3LdeTpBwjE,Stay Tuned Class 10th Warriors 🔥 #WarriorIsBack #PW #Shorts,2023-12-01T10:30:09Z,https://i.ytimg.com/vi/U3LdeTpBwjE/default.jpg,142665
https://www.youtube.com/watch?v=zJyx_KYmg18,AREA RELATED TO CIRCLES  in 60 Minutes | Maths Chapter 12 | Class 10th CBSE Board,2023-11-30T12:30:42Z,https://i.ytimg.com/vi/zJyx_KYmg18/default.jpg,20275
https://www.youtube.com/watch?v=zt26K8ma6Tg,BOARDS  से डरो नहीं बस लड़ो !! 🔥 #WarriorClass10 #PW #Shorts,2023-11-30T10:30:28Z,https://i.ytimg.com/vi/zt26K8ma6Tg/default.jpg,67733
https://www.youtube.com/watch?v=wRxrVoeX0tI,CONSISTENCY Maintain रखनी होगी !! 🎯 #Boards2024 #PW #Shorts,2023-11-29T13:30:21Z,https://i.ytimg.com/vi/wRxrVoeX0tI/default.jpg,31431
https://www.youtube.com/watch?v=v8znciuJuew,CIRCLES  in 60 Minutes | Maths Chapter 10  | Class 10th CBSE Board,2023-11-29T12:30:37Z,https://i.ytimg.com/vi/v8znciuJuew/default.jpg,23437
https://www.youtube.com/watch?v=tMyLWMxnCus,WARRIOR Drop 1 | Class 10th Boards | FREE OF COST - Coming Soon !!,2023-11-28T17:38:58Z,https://i.ytimg.com/vi/tMyLWMxnCus/default.jpg,111816
https://www.youtube.com/watch?v=iKYS7RA_pKw,PADHAI को आदत बनालो !! 🎯 #PW #Shorts #StudyMotivation,2023-11-28T13:00:40Z,https://i.ytimg.com/vi/iKYS7RA_pKw/default.jpg,49112
https://www.youtube.com/watch?v=t0z5aCN0b1w,SCHOOL के पुराने दिन !!🥹 #PW #Shorts #SchoolDays,2023-11-27T13:30:22Z,https://i.ytimg.com/vi/t0z5aCN0b1w/default.jpg,67111
https://www.youtube.com/watch?v=PujmnI1ncjc,SOME APPLICATIONS OF TRIGONOMETRY  in 60 Minutes | Maths Chapter 9 | Class 10th CBSE Board,2023-11-27T12:29:28Z,https://i.ytimg.com/vi/PujmnI1ncjc/default.jpg,15870
https://www.youtube.com/watch?v=C5-ipvDYEdE,INTRODUCTION TO TRIGONOMETRY in 60 Minutes | Maths Chapter 8 | Class 10th CBSE Board,2023-11-25T12:30:10Z,https://i.ytimg.com/vi/C5-ipvDYEdE/default.jpg,17694
https://www.youtube.com/watch?v=E-uTZK2EHIE,3D Hologram Projector At Home 🤩 #PW #Shorts #PWPrayogshala,2023-11-25T10:30:05Z,https://i.ytimg.com/vi/E-uTZK2EHIE/default.jpg,88509
https://www.youtube.com/watch?v=KrG-EbFIKkk,Best Study Material to Clear Class 10th Board 🎯 || Score 95%+,2023-11-24T15:06:30Z,https://i.ytimg.com/vi/KrG-EbFIKkk/default.jpg,102261
